timestamp,action,sheet,cell,new_value,editor_id
2023-09-05T01:21:02.234000,Edit,History,A3:F3,N/A,XE001
2023-09-05T01:21:29.944000,Edit,History,A2:F2,N/A,XE001
2023-09-05T01:21:50.289000,Edit,Peer-Instruction,A1,The list is confidential for the time being. Please wait for the students to contact you,XE001
2023-09-05T01:21:53.675000,Edit,Peer-Instruction,A1,N/A,XE001
2023-09-05T01:22:03.686000,Edit,Peer-Instruction,A1:C43,N/A,XE001
2023-09-05T01:42:57.216000,Edit,Log,D756,N/A,XE001
2023-09-05T01:43:02.800000,Edit,Log,D757:D769,N/A,XE001
2023-09-05T08:02:03.059000,Edit,Log,D770:D773,N/A,XE001
2023-09-05T08:14:03.707000,Edit,Updates-Students,A106,G0001,XE001
2023-09-05T08:14:14.119000,Edit,Peer-Instruction,C9,G0001,XE001
2023-09-05T23:52:21.676000,Edit,Log,D774:D813,N/A,XE001
2023-09-05T23:56:27.268000,Edit,Peer-Instruction,D1:G999,N/A,XE001
2023-09-05T23:56:35.064000,Edit,Peer-Instruction,A2:C44,N/A,XE001
2023-09-05T23:56:39.092000,Edit,Peer-Instruction,A1,Sl. No.,XE001
2023-09-05T23:56:42.631000,Edit,Peer-Instruction,B1,Reg. No.,XE001
2023-09-05T23:56:44.157000,Edit,Peer-Instruction,C1,Name,XE001
2023-09-06T00:03:17.126000,Edit,Peer-Instruction,D3,N/A,XE001
2023-09-06T00:03:18.373000,Edit,Peer-Instruction,D3,G0123 G0123,XE001
2023-09-06T00:03:22.452000,Edit,Peer-Instruction,D3,G0163 G0163,XE001
2023-09-06T00:03:25.772000,Edit,Peer-Instruction,D3:D999,N/A,XE001
2023-09-06T00:03:26.954000,Edit,Peer-Instruction,D3:D999,N/A,XE001
2023-09-06T00:03:51.582000,Edit,History,A2:F2,N/A,XE001
2023-09-06T00:03:55.503000,Edit,Peer-Instruction,D2:G44,N/A,XE001
2023-09-06T00:04:11.707000,Edit,Peer-Instruction,D2:E44,N/A,XE001
2023-09-06T00:04:15.346000,Edit,Peer-Instruction,D2,G0123 G0123,XE001
2023-09-06T00:04:22.241000,Edit,Peer-Instruction,D2,N/A,XE001
2023-09-06T22:23:22.895000,Edit,Log,D18,N/A,XE001
2023-09-06T22:23:25.809000,Edit,Log,D18,N/A,XE001
2023-09-06T22:23:33.602000,Edit,Log,D814,N/A,XE001
2023-09-06T22:23:44.443000,Edit,Log,D815:D867,N/A,XE001
2023-09-06T22:49:32.068000,Edit,Updates-Students,U217,0.0,XE001
2023-09-06T22:49:35.373000,Edit,Updates-Students,V217,N/A,XE001
2023-09-06T22:49:38.079000,Edit,Updates-Students,W217,N/A,XE001
2023-09-06T22:49:38.810000,Edit,Updates-Students,X217,N/A,XE001
2023-09-06T22:49:42.107000,Edit,Updates-Students,F217,N/A,XE001
2023-09-06T22:49:51.283000,Edit,Updates-Students,H217,N/A,XE001
2023-09-06T22:49:51.309000,Edit,Updates-Students,O217,N/A,XE001
2023-09-06T22:49:58.825000,Edit,Updates-Students,Q217,200.0,XE001
2023-09-06T22:50:05.467000,Edit,Updates-Students,Y217,N/A,XE001
2023-09-06T22:50:09.572000,Edit,Updates-Students,Z217,N/A,XE001
2023-09-06T22:51:15.903000,Edit,Updates-Students,AA217,N/A,XE001
2023-09-06T22:51:17.509000,Edit,Updates-Students,AB217,N/A,XE001
2023-09-06T22:51:19.143000,Edit,Updates-Students,AC217,N/A,XE001
2023-09-06T22:51:30.714000,Edit,Updates-Students,AD217,N/A,XE001
2023-09-06T22:51:32.298000,Edit,Updates-Students,AE217,N/A,XE001
2023-09-06T22:51:33.551000,Edit,Updates-Students,AF217,N/A,XE001
2023-09-06T22:51:34.585000,Edit,Updates-Students,AG217,N/A,XE001
2023-09-06T22:51:38.125000,Edit,Updates-Students,AI217,N/A,XE001
2023-09-06T22:51:49.035000,Edit,Updates-Students,AJ217,N/A,XE001
2023-09-06T22:51:51.133000,Edit,Updates-Students,AK217,N/A,XE001
2023-09-06T22:51:55.068000,Edit,Updates-Students,AO217,N/A,XE001
2023-09-06T22:51:59.059000,Edit,Updates-Students,AS217,N/A,XE001
2023-09-06T22:52:05.477000,Edit,Updates-Students,AU217,N/A,XE001
2023-09-06T22:53:21.051000,Edit,Updates-Students,AX217,N/A,XE001
2023-09-06T22:53:33.188000,Edit,Updates-Students,AY217,N/A,XE001
2023-09-06T22:53:35.017000,Edit,Updates-Students,AZ217,N/A,XE001
2023-09-06T22:53:37.161000,Edit,Updates-Students,BA217,N/A,XE001
2023-09-06T22:53:46.312000,Edit,Updates-Students,BC217,N/A,XE001
2023-09-06T22:53:47.315000,Edit,Updates-Students,BD217,N/A,XE001
2023-09-06T22:53:50.869000,Edit,Updates-Students,BE217,N/A,XE001
2023-09-06T22:53:57.625000,Edit,Updates-Students,BL217,N/A,XE001
2023-09-07T07:18:42.990000,Edit,Log,D868,N/A,XE001
2023-09-07T07:18:44.272000,Edit,Log,D869,N/A,XE001
2023-09-07T07:18:45.926000,Edit,Log,D871,N/A,XE001
2023-09-07T07:18:46.792000,Edit,Log,D872,N/A,XE001
2023-09-07T07:18:52.377000,Edit,Log,D873:D883,N/A,XE001
2023-09-07T14:01:14.673000,Edit,Log,D884:D904,N/A,XE001
2023-09-07T22:52:32.415000,Edit,Log,D905:D933,N/A,XE001
2023-09-07T23:17:07.205000,Edit,Log,D934,N/A,XE001
2023-09-08T15:34:50.108000,Edit,Log,D935:D971,N/A,XE001
2023-09-08T20:38:49.694000,Edit,Log,D972:D996,N/A,XE001
2023-09-08T20:51:45.078000,Edit,Progress,B31,N/A,XE001
2023-09-08T21:01:23.420000,Edit,Log,D997:D999,N/A,XE001
2023-09-08T21:02:31.356000,Edit,Log,M523:M999,N/A,XE001
2023-09-08T22:42:24.098000,Edit,Log,D1000:D1005,N/A,XE001
2023-09-09T21:06:18.620000,Edit,Log,D1006:D1050,N/A,XE001
2023-09-09T22:58:07.447000,Edit,Log,D1051:D1056,N/A,XE001
2023-09-10T10:30:31.010000,Edit,Log,D1057:D1074,N/A,XE001
2023-09-10T11:56:42.421000,Edit,Log,D1075:D1077,N/A,XE001
2023-09-10T18:16:25.105000,Edit,Log,D1078:D1096,N/A,XE001
2023-09-10T22:30:17.709000,Edit,Log,D1097,N/A,XE001
2023-09-10T22:30:19.471000,Edit,Log,D1098,N/A,XE001
2023-09-11T15:20:39.669000,Edit,Log,D1099:D1116,N/A,XE001
2023-09-11T17:20:16.077000,Edit,Log,D1117:D1121,N/A,XE001
2023-09-11T20:03:52.313000,Edit,Log,D1122,N/A,XE001
2023-09-11T20:03:54.140000,Edit,Log,D1123,N/A,XE001
2023-09-11T20:08:56.589000,Edit,Progress,C2,N/A,XE001
2023-09-12T12:17:34.712000,Edit,Log,D1124:D1150,N/A,XE001
2023-09-12T20:57:05.186000,Edit,Log,D1151:D1169,N/A,XE001
2023-09-13T00:40:01.826000,Edit,Updates-Students,BN217,N/A,XE001
2023-09-13T00:40:04.606000,Edit,Updates-Students,BN217,N/A,XE001
2023-09-13T00:40:22.309000,Edit,Log,D1170:D1186,N/A,XE001
2023-09-13T00:45:44.390000,Edit,Log,D1187,N/A,XE001
2023-09-13T09:32:06.044000,Edit,Log,D1188:D1199,N/A,XE001
2023-09-13T09:38:37.560000,Edit,Log,D1200,N/A,XE001
2023-09-13T20:19:59.037000,Edit,Log,D1230,N/A,XE001
2023-09-13T20:20:06.590000,Edit,Log,D1200,N/A,XE001
2023-09-13T20:20:14.676000,Edit,Log,D1201:D1229,N/A,XE001
2023-09-13T20:20:52.933000,Edit,Log,D1231,N/A,XE001
2023-09-13T20:49:06.798000,Edit,Log,D1232:D1233,N/A,XE001
2023-09-13T20:54:27.651000,Edit,Log,D1234,N/A,XE001
2023-09-14T11:30:18.357000,Edit,Updates-Students,AX12,No,XE001
2023-09-14T21:43:13.803000,Edit,Log,D1235:D1275,N/A,XE001
2023-09-15T10:43:40.485000,Edit,Log,D1276:D1293,N/A,XE001
2023-09-16T05:27:18.093000,Edit,Log,D1294:D1308,N/A,XE001
2023-09-16T14:52:21.520000,Edit,Log,D1309:D1329,N/A,XE001
2023-09-17T15:56:18.653000,Edit,Log,D1330,N/A,XE001
2023-09-17T15:56:27.946000,Edit,Log,D1331:D1397,N/A,XE001
2023-09-17T15:59:05.968000,Edit,Log,D1398:D1399,N/A,XE001
2023-09-17T16:18:08.162000,Edit,Log,D1400,N/A,XE001
2023-09-18T18:48:41.218000,Edit,Log,D1401:D1463,N/A,XE001
2023-09-18T21:49:25.838000,Edit,Updates-Students,E59,#VALUE!,XE001
2023-09-18T21:50:57.570000,Edit,Log,D1464:D1468,N/A,XE001
2023-09-19T11:35:41.523000,Edit,Log,D1469:D1484,N/A,XE001
2023-09-20T16:01:19.046000,Edit,Log,D1485,N/A,XE001
2023-09-20T16:01:21.919000,Edit,Log,D1486:D1501,N/A,XE001
2023-09-21T12:17:38.810000,Edit,Log,D1502:D1535,N/A,XE001
2023-09-21T16:27:11.202000,Edit,Log,D1536:D1538,N/A,XE001
2023-09-21T19:59:19.576000,Edit,Log,D1539:D1540,N/A,XE001
2023-09-21T20:02:52.950000,Edit,Progress,G17,aaaaa,XE001
2023-09-21T20:02:55.072000,Edit,Progress,G17,N/A,XE001
2023-09-22T09:46:36.359000,Edit,Log,D1541:D1545,N/A,XE001
2023-09-22T21:23:00.727000,Edit,Log,D1546,N/A,XE001
2023-09-22T21:23:01.898000,Edit,Log,D1547,N/A,XE001
2023-09-22T21:23:04.328000,Edit,Log,D1551,N/A,XE001
2023-09-22T21:23:06.208000,Edit,Log,D1552,v,XE001
2023-09-22T21:23:08.150000,Edit,Log,D1550,N/A,XE001
2023-09-22T21:23:12.586000,Edit,Log,D1555,N/A,XE001
2023-09-23T10:55:05.666000,Edit,Log,D1557:D1562,N/A,XE001
2023-09-23T12:55:11.940000,Edit,Log,D1563,N/A,XE001
2023-09-23T13:33:43.921000,Edit,Log,D1564,N/A,XE001
2023-09-23T13:33:44.996000,Edit,Log,D1565,N/A,XE001
2023-09-23T14:25:41.837000,Edit,Mathcomp,A1,dd,XE001
2023-09-23T14:25:43.347000,Edit,Mathcomp,A1,N/A,XE001
2023-09-23T23:09:12.190000,Edit,Log,D1566:D1609,N/A,XE001
2023-09-24T10:35:29.940000,Edit,Log,D1610:D1649,N/A,XE001
2023-09-24T13:33:01.724000,Edit,Log,D1650:D1666,N/A,XE001
2023-09-24T20:52:03.490000,Edit,Log,D1667:D1706,N/A,XE001
2023-09-24T21:47:18.207000,Edit,Log,D1707:D1708,N/A,XE001
2023-09-25T07:41:21.731000,Edit,Log,D1709:D1721,N/A,XE001
2023-09-25T19:30:46.573000,Edit,Log,D1722:D1734,N/A,XE001
2023-09-25T19:30:56.305000,Edit,Log,D1735,N/A,XE001
2023-09-25T23:48:12.494000,Edit,Log,D1736:D1741,N/A,XE001
2023-12-03T21:36:02.356000,Edit,Updates-Students,F2,No,XE001
2023-12-03T21:36:09.068000,Edit,Updates-Students,F2,Yes,XE001
2023-12-03T21:36:12.203000,Edit,Updates-Students,F2,No,XE001
2023-12-03T21:36:14.596000,Edit,Updates-Students,F2,Yes,XE001
2023-12-03T22:02:27.938000,Edit,Updates-Students,F2,N/A,XE001
2024-05-15T15:13:27.738000,Edit,Updates-Students,F218:BN1217,N/A,XE001
2025-07-25T11:13:35.535000,Edit,Updates-Students,F4,No,XE001
2025-07-25T11:13:37.542000,Edit,Updates-Students,F4,No,XE001
2025-07-25T11:13:45.013000,Edit,Updates-Students,F4,Yes,XE001
